OrderID	OrderDate	Order_ShippedDate	Order_Freight	Order_ShipCity	Order_ShipCountry	Order_UnitPrice	Order_Quantity	Order_Amount	ProductName	Employee_LastName	Employee_FirstName	Employee_Title	CompanyName	Customer_ContactName	Customer_City	Customer_Country	Customer_Phone
95	2016-10-30 00:00:00.000	2016-11-04 00:00:00.000	54.83	München	Germany	10	56	560	Gorgonzola Telino	Peacock	Margaret	Sales Representative	Frankenversand	Peter Franken	München	Germany	089-0877310
95	2016-10-30 00:00:00.000	2016-11-04 00:00:00.000	54.83	München	Germany	15.2	40	608	Inlagd Sill	Peacock	Margaret	Sales Representative	Frankenversand	Peter Franken	München	Germany	089-0877310
95	2016-10-30 00:00:00.000	2016-11-04 00:00:00.000	54.83	München	Germany	19.2	40	768	Pâté chinois	Peacock	Margaret	Sales Representative	Frankenversand	Peter Franken	München	Germany	089-0877310
96	2016-10-31 00:00:00.000	2016-11-06 00:00:00.000	110.37	Frankfurt a.M. 	Germany	26.6	50	1330	Wimmers gute Semmelknödel	Peacock	Margaret	Sales Representative	Lehmanns Marktstand	Renate Messner	Frankfurt a.M. 	Germany	069-0245984
96	2016-10-31 00:00:00.000	2016-11-06 00:00:00.000	110.37	Frankfurt a.M. 	Germany	10	4	40	Scottish Longbreads	Peacock	Margaret	Sales Representative	Lehmanns Marktstand	Renate Messner	Frankfurt a.M. 	Germany	069-0245984
96	2016-10-31 00:00:00.000	2016-11-06 00:00:00.000	110.37	Frankfurt a.M. 	Germany	14.4	15	216	Lakkalikööri	Peacock	Margaret	Sales Representative	Lehmanns Marktstand	Renate Messner	Frankfurt a.M. 	Germany	069-0245984
97	2016-11-01 00:00:00.000	2016-11-05 00:00:00.000	23.29	Seattle	USA	17.6	35	616	Chef Anton's Cajun Seasoning	Peacock	Margaret	Sales Representative	White Clover Markets	Karl Jablonski	Seattle	USA	(206) 555-4112
97	2016-11-01 00:00:00.000	2016-11-05 00:00:00.000	23.29	Seattle	USA	32	70	2240	Northwoods Cranberry Sauce	Peacock	Margaret	Sales Representative	White Clover Markets	Karl Jablonski	Seattle	USA	(206) 555-4112
98	2016-11-04 00:00:00.000	2016-11-11 00:00:00.000	249.06	Cunewalde	Germany	32	70	2240	Northwoods Cranberry Sauce	Fuller	Andrew	Vice President, Sales	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
98	2016-11-04 00:00:00.000	2016-11-11 00:00:00.000	249.06	Cunewalde	Germany	7.3	80	584	Teatime Chocolate Biscuits	Fuller	Andrew	Vice President, Sales	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
98	2016-11-04 00:00:00.000	2016-11-11 00:00:00.000	249.06	Cunewalde	Germany	11.2	9	100.8	Singaporean Hokkien Fried Mee	Fuller	Andrew	Vice President, Sales	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
99	2016-11-05 00:00:00.000	2016-11-08 00:00:00.000	142.08	Albuquerque	USA	31.2	36	1123.2	Alice Mutton	Leverling	Janet	Sales Representative	Rattlesnake Canyon Grocery	Paula Wilson	Albuquerque	USA	(505) 555-5939
99	2016-11-05 00:00:00.000	2016-11-08 00:00:00.000	142.08	Albuquerque	USA	30.4	20	608	Gnocchi di nonna Alice	Leverling	Janet	Sales Representative	Rattlesnake Canyon Grocery	Paula Wilson	Albuquerque	USA	(505) 555-5939
100	2016-11-06 00:00:00.000	2016-11-08 00:00:00.000	3.1	São Paulo	Brazil	11.2	10	112	NuNuCa Nuß-Nougat-Creme	Peacock	Margaret	Sales Representative	Familia Arquibaldo	Aria Cruz	São Paulo	Brazil	(11) 555-9857
100	2016-11-06 00:00:00.000	2016-11-08 00:00:00.000	3.1	São Paulo	Brazil	14.4	50	720	Chartreuse verte	Peacock	Margaret	Sales Representative	Familia Arquibaldo	Aria Cruz	São Paulo	Brazil	(11) 555-9857
100	2016-11-06 00:00:00.000	2016-11-08 00:00:00.000	3.1	São Paulo	Brazil	14.7	4	58.8	Boston Crab Meat	Peacock	Margaret	Sales Representative	Familia Arquibaldo	Aria Cruz	São Paulo	Brazil	(11) 555-9857
100	2016-11-06 00:00:00.000	2016-11-08 00:00:00.000	3.1	São Paulo	Brazil	6.2	6	37.2	Rhönbräu Klosterbier	Peacock	Margaret	Sales Representative	Familia Arquibaldo	Aria Cruz	São Paulo	Brazil	(11) 555-9857
101	2016-11-07 00:00:00.000	2016-11-15 00:00:00.000	0.78	Stuttgart	Germany	14.4	15	216	Chai	Peacock	Margaret	Sales Representative	Die Wandernde Kuh	Rita Müller	Stuttgart	Germany	0711-020361
101	2016-11-07 00:00:00.000	2016-11-15 00:00:00.000	0.78	Stuttgart	Germany	7.2	25	180	Tunnbröd	Peacock	Margaret	Sales Representative	Die Wandernde Kuh	Rita Müller	Stuttgart	Germany	0711-020361
102	2016-11-08 00:00:00.000	2016-11-15 00:00:00.000	8.63	Lander	USA	5.9	24	141.6	Tourtière	King	Robert	Sales Representative	Split Rail Beer & Ale	Art Braunschweiger	Lander	USA	(307) 555-4680
103	2016-11-11 00:00:00.000	2016-12-03 00:00:00.000	64.19	Toulouse	France	13	15	195	Valkoinen suklaa	Suyama	Michael	Sales Representative	La maison d'Asie	Annette Roulet	Toulouse	France	61.77.61.10
103	2016-11-11 00:00:00.000	2016-12-03 00:00:00.000	64.19	Toulouse	France	28.8	18	518.4	Gudbrandsdalsost	Suyama	Michael	Sales Representative	La maison d'Asie	Annette Roulet	Toulouse	France	61.77.61.10
104	2016-11-11 00:00:00.000	2016-11-20 00:00:00.000	162.33	Graz	Austria	210.8	20	4216	Côte de Blaye	Davolio	Nancy	Sales Representative	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
104	2016-11-11 00:00:00.000	2016-11-20 00:00:00.000	162.33	Graz	Austria	7.7	13	100.1	Jack's New England Clam Chowder	Davolio	Nancy	Sales Representative	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
104	2016-11-11 00:00:00.000	2016-11-20 00:00:00.000	162.33	Graz	Austria	15.5	77	1193.5	Gula Malacca	Davolio	Nancy	Sales Representative	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
104	2016-11-11 00:00:00.000	2016-11-20 00:00:00.000	162.33	Graz	Austria	16.8	10	168	Louisiana Fiery Hot Pepper Sauce	Davolio	Nancy	Sales Representative	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
105	2016-11-12 00:00:00.000	2016-11-18 00:00:00.000	1.3	Lisboa	Portugal	3.6	10	36	Guaraná Fantástica	Leverling	Janet	Sales Representative	Furia Bacalhau e Frutos do Mar	Lino Rodriguez 	Lisboa	Portugal	(1) 354-2534
105	2016-11-12 00:00:00.000	2016-11-18 00:00:00.000	1.3	Lisboa	Portugal	5.9	20	118	Tourtière	Leverling	Janet	Sales Representative	Furia Bacalhau e Frutos do Mar	Lino Rodriguez 	Lisboa	Portugal	(1) 354-2534
106	2016-11-13 00:00:00.000	2016-11-25 00:00:00.000	360.63	Salzburg	Austria	16.8	12	201.6	Queso Cabrales	King	Robert	Sales Representative	Piccolo und mehr	Georg Pipps	Salzburg	Austria	6562-9722
106	2016-11-13 00:00:00.000	2016-11-25 00:00:00.000	360.63	Salzburg	Austria	210.8	50	10540	Côte de Blaye	King	Robert	Sales Representative	Piccolo und mehr	Georg Pipps	Salzburg	Austria	6562-9722
107	2016-11-14 00:00:00.000	2016-11-20 00:00:00.000	53.8	México D.F.	Mexico	14.4	12	172.8	Chai	Callahan	Laura	Inside Sales Coordinator	Pericles Comidas clásicas	Guillermo Fernández	México D.F.	Mexico	(5) 552-3745
107	2016-11-14 00:00:00.000	2016-11-20 00:00:00.000	53.8	México D.F.	Mexico	99	4	396	Thüringer Rostbratwurst	Callahan	Laura	Inside Sales Coordinator	Pericles Comidas clásicas	Guillermo Fernández	México D.F.	Mexico	(5) 552-3745
108	2016-11-15 00:00:00.000	2016-11-20 00:00:00.000	41.95	Colchester	UK	3.6	25	90	Guaraná Fantástica	Suyama	Michael	Sales Representative	Around the Horn	Thomas Hardy	London	UK	(171) 555-7788
108	2016-11-15 00:00:00.000	2016-11-20 00:00:00.000	41.95	Colchester	UK	15.6	25	390	Ravioli Angelo	Suyama	Michael	Sales Representative	Around the Horn	Thomas Hardy	London	UK	(171) 555-7788
109	2016-11-18 00:00:00.000	2016-11-27 00:00:00.000	36.71	Stuttgart	Germany	10	30	300	Gorgonzola Telino	Suyama	Michael	Sales Representative	Die Wandernde Kuh	Rita Müller	Stuttgart	Germany	0711-020361
109	2016-11-18 00:00:00.000	2016-11-27 00:00:00.000	36.71	Stuttgart	Germany	19.2	12	230.4	Pâté chinois	Suyama	Michael	Sales Representative	Die Wandernde Kuh	Rita Müller	Stuttgart	Germany	0711-020361
109	2016-11-18 00:00:00.000	2016-11-27 00:00:00.000	36.71	Stuttgart	Germany	28.8	20	576	Gudbrandsdalsost	Suyama	Michael	Sales Representative	Die Wandernde Kuh	Rita Müller	Stuttgart	Germany	0711-020361
110	2016-11-19 00:00:00.000	2016-12-02 00:00:00.000	34.88	Barquisimeto	Venezuela	24.8	30	744	Ikura	Davolio	Nancy	Sales Representative	LILA-Supermercado	Carlos González	Barquisimeto	Venezuela	(9) 331-6954
110	2016-11-19 00:00:00.000	2016-12-02 00:00:00.000	34.88	Barquisimeto	Venezuela	24.9	16	398.4	Gumbär Gummibärchen	Davolio	Nancy	Sales Representative	LILA-Supermercado	Carlos González	Barquisimeto	Venezuela	(9) 331-6954
110	2016-11-19 00:00:00.000	2016-12-02 00:00:00.000	34.88	Barquisimeto	Venezuela	27.2	8	217.6	Camembert Pierrot	Davolio	Nancy	Sales Representative	LILA-Supermercado	Carlos González	Barquisimeto	Venezuela	(9) 331-6954
111	2016-11-20 00:00:00.000	2016-11-27 00:00:00.000	19.64	Toulouse	France	3.6	10	36	Guaraná Fantástica	Buchanan	Steven	Sales Manager	La maison d'Asie	Annette Roulet	Toulouse	France	61.77.61.10
111	2016-11-20 00:00:00.000	2016-11-27 00:00:00.000	19.64	Toulouse	France	11.2	10	112	Sasquatch Ale	Buchanan	Steven	Sales Manager	La maison d'Asie	Annette Roulet	Toulouse	France	61.77.61.10
111	2016-11-20 00:00:00.000	2016-11-27 00:00:00.000	19.64	Toulouse	France	15.2	20	304	Inlagd Sill	Buchanan	Steven	Sales Manager	La maison d'Asie	Annette Roulet	Toulouse	France	61.77.61.10
112	2016-11-21 00:00:00.000	2016-11-26 00:00:00.000	288.43	London	UK	13.9	56	778.4	Pavlova	Buchanan	Steven	Sales Manager	Seven Seas Imports	Hari Kumar	London	UK	(171) 555-1717
112	2016-11-21 00:00:00.000	2016-11-26 00:00:00.000	288.43	London	UK	10	70	700	Gorgonzola Telino	Buchanan	Steven	Sales Manager	Seven Seas Imports	Hari Kumar	London	UK	(171) 555-1717
112	2016-11-21 00:00:00.000	2016-11-26 00:00:00.000	288.43	London	UK	27.2	80	2176	Camembert Pierrot	Buchanan	Steven	Sales Manager	Seven Seas Imports	Hari Kumar	London	UK	(171) 555-1717
113	2016-11-22 00:00:00.000	2016-12-02 00:00:00.000	131.7	Strasbourg	France	36.4	30	1092	Rössle Sauerkraut	Peacock	Margaret	Sales Representative	Blondel père et fils	Frédérique Citeaux	Strasbourg	France	88.60.15.31
113	2016-11-22 00:00:00.000	2016-12-02 00:00:00.000	131.7	Strasbourg	France	99	35	3465	Thüringer Rostbratwurst	Peacock	Margaret	Sales Representative	Blondel père et fils	Frédérique Citeaux	Strasbourg	France	88.60.15.31
113	2016-11-22 00:00:00.000	2016-12-02 00:00:00.000	131.7	Strasbourg	France	210.8	10	2108	Côte de Blaye	Peacock	Margaret	Sales Representative	Blondel père et fils	Frédérique Citeaux	Strasbourg	France	88.60.15.31
113	2016-11-22 00:00:00.000	2016-12-02 00:00:00.000	131.7	Strasbourg	France	16	35	560	Maxilaku	Peacock	Margaret	Sales Representative	Blondel père et fils	Frédérique Citeaux	Strasbourg	France	88.60.15.31
113	2016-11-22 00:00:00.000	2016-12-02 00:00:00.000	131.7	Strasbourg	France	5.9	28	165.2	Tourtière	Peacock	Margaret	Sales Representative	Blondel père et fils	Frédérique Citeaux	Strasbourg	France	88.60.15.31
114	2016-11-22 00:00:00.000	2016-12-03 00:00:00.000	183.17	Cunewalde	Germany	14.4	54	777.6	Chartreuse verte	Davolio	Nancy	Sales Representative	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
114	2016-11-22 00:00:00.000	2016-12-03 00:00:00.000	183.17	Cunewalde	Germany	27.2	55	1496	Camembert Pierrot	Davolio	Nancy	Sales Representative	QUICK-Stop	Horst Kloss	Cunewalde	Germany	0372-035188
115	2016-11-25 00:00:00.000	2016-11-28 00:00:00.000	96.04	Marseille	France	11.2	50	560	NuNuCa Nuß-Nougat-Creme	Leverling	Janet	Sales Representative	Bon app'	Laurence Lebihan	Marseille	France	91.24.45.40
115	2016-11-25 00:00:00.000	2016-11-28 00:00:00.000	96.04	Marseille	France	42.4	20	848	Manjimup Dried Apples	Leverling	Janet	Sales Representative	Bon app'	Laurence Lebihan	Marseille	France	91.24.45.40
115	2016-11-25 00:00:00.000	2016-11-28 00:00:00.000	96.04	Marseille	France	5.9	24	141.6	Tourtière	Leverling	Janet	Sales Representative	Bon app'	Laurence Lebihan	Marseille	France	91.24.45.40
116	2016-11-26 00:00:00.000	2016-12-04 00:00:00.000	30.54	Aachen	Germany	10	20	200	Gorgonzola Telino	Peacock	Margaret	Sales Representative	Drachenblut Delikatessen	Sven Ottlieb	Aachen	Germany	0241-039123
116	2016-11-26 00:00:00.000	2016-12-04 00:00:00.000	30.54	Aachen	Germany	6.2	12	74.4	Rhönbräu Klosterbier	Peacock	Margaret	Sales Representative	Drachenblut Delikatessen	Sven Ottlieb	Aachen	Germany	0241-039123
116	2016-11-26 00:00:00.000	2016-12-04 00:00:00.000	30.54	Aachen	Germany	14.4	12	172.8	Lakkalikööri	Peacock	Margaret	Sales Representative	Drachenblut Delikatessen	Sven Ottlieb	Aachen	Germany	0241-039123
117	2016-11-26 00:00:00.000	2016-12-04 00:00:00.000	71.97	London	UK	28.8	30	864	Gudbrandsdalsost	Davolio	Nancy	Sales Representative	Eastern Connection	Ann Devon	London	UK	(171) 555-0297
117	2016-11-26 00:00:00.000	2016-12-04 00:00:00.000	71.97	London	UK	17.2	5	86	Fløtemysost	Davolio	Nancy	Sales Representative	Eastern Connection	Ann Devon	London	UK	(171) 555-0297
118	2016-11-27 00:00:00.000	2016-12-02 00:00:00.000	22	México D.F.	Mexico	16.8	24	403.2	Queso Cabrales	Leverling	Janet	Sales Representative	Antonio Moreno Taquería	Antonio Moreno	México D.F.	Mexico	(5) 555-3932
119	2016-11-28 00:00:00.000	2016-12-30 00:00:00.000	10.14	Barcelona	Spain	16.8	5	84	Louisiana Fiery Hot Pepper Sauce	Callahan	Laura	Inside Sales Coordinator	Galería del gastrónomo	Eduardo Saavedra	Barcelona	Spain	(93) 203 4560
119	2016-11-28 00:00:00.000	2016-12-30 00:00:00.000	10.14	Barcelona	Spain	10.4	5	52	Original Frankfurter grüne Soße	Callahan	Laura	Inside Sales Coordinator	Galería del gastrónomo	Eduardo Saavedra	Barcelona	Spain	(93) 203 4560
120	2016-11-28 00:00:00.000	2016-12-02 00:00:00.000	13.55	Århus	Denmark	11.2	36	403.2	Sasquatch Ale	King	Robert	Sales Representative	Vaffeljernet	Palle Ibsen	Århus	Denmark	86 21 32 43
120	2016-11-28 00:00:00.000	2016-12-02 00:00:00.000	13.55	Århus	Denmark	5.9	18	106.2	Tourtière	King	Robert	Sales Representative	Vaffeljernet	Palle Ibsen	Århus	Denmark	86 21 32 43
120	2016-11-28 00:00:00.000	2016-12-02 00:00:00.000	13.55	Århus	Denmark	16.8	15	252	Louisiana Fiery Hot Pepper Sauce	King	Robert	Sales Representative	Vaffeljernet	Palle Ibsen	Århus	Denmark	86 21 32 43
120	2016-11-28 00:00:00.000	2016-12-02 00:00:00.000	13.55	Århus	Denmark	10.4	7	72.8	Original Frankfurter grüne Soße	King	Robert	Sales Representative	Vaffeljernet	Palle Ibsen	Århus	Denmark	86 21 32 43
121	2016-11-29 00:00:00.000	2016-12-02 00:00:00.000	101.95	Graz	Austria	8	5	40	Sir Rodney's Scones	Fuller	Andrew	Vice President, Sales	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
121	2016-11-29 00:00:00.000	2016-12-02 00:00:00.000	101.95	Graz	Austria	36.4	13	473.2	Rössle Sauerkraut	Fuller	Andrew	Vice President, Sales	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
121	2016-11-29 00:00:00.000	2016-12-02 00:00:00.000	101.95	Graz	Austria	15.6	25	390	Ravioli Angelo	Fuller	Andrew	Vice President, Sales	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
121	2016-11-29 00:00:00.000	2016-12-02 00:00:00.000	101.95	Graz	Austria	26.6	35	931	Wimmers gute Semmelknödel	Fuller	Andrew	Vice President, Sales	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
122	2016-12-02 00:00:00.000	2016-12-09 00:00:00.000	195.68	Lander	USA	99	20	1980	Thüringer Rostbratwurst	Callahan	Laura	Inside Sales Coordinator	Split Rail Beer & Ale	Art Braunschweiger	Lander	USA	(307) 555-4680
122	2016-12-02 00:00:00.000	2016-12-09 00:00:00.000	195.68	Lander	USA	30.4	18	547.2	Gnocchi di nonna Alice	Callahan	Laura	Inside Sales Coordinator	Split Rail Beer & Ale	Art Braunschweiger	Lander	USA	(307) 555-4680
123	2016-12-03 00:00:00.000	2016-12-27 00:00:00.000	1.17	Bern	Switzerland	14.4	15	216	Chai	Suyama	Michael	Sales Representative	Chop-suey Chinese	Yang Wang	Bern	Switzerland	0452-076545
123	2016-12-03 00:00:00.000	2016-12-27 00:00:00.000	1.17	Bern	Switzerland	26.6	30	798	Wimmers gute Semmelknödel	Suyama	Michael	Sales Representative	Chop-suey Chinese	Yang Wang	Bern	Switzerland	0452-076545
123	2016-12-03 00:00:00.000	2016-12-27 00:00:00.000	1.17	Bern	Switzerland	8	20	160	Longlife Tofu	Suyama	Michael	Sales Representative	Chop-suey Chinese	Yang Wang	Bern	Switzerland	0452-076545
124	2016-12-03 00:00:00.000	2016-12-24 00:00:00.000	0.45	Toulouse	France	15.2	6	91.2	Inlagd Sill	Davolio	Nancy	Sales Representative	La maison d'Asie	Annette Roulet	Toulouse	France	61.77.61.10
125	2016-12-04 00:00:00.000	2016-12-09 00:00:00.000	890.78	São Paulo	Brazil	64.8	12	777.6	Sir Rodney's Marmalade	Buchanan	Steven	Sales Manager	Queen Cozinha	Lúcia Carvalho	São Paulo	Brazil	(11) 555-1189
125	2016-12-04 00:00:00.000	2016-12-09 00:00:00.000	890.78	São Paulo	Brazil	210.8	40	8432	Côte de Blaye	Buchanan	Steven	Sales Manager	Queen Cozinha	Lúcia Carvalho	São Paulo	Brazil	(11) 555-1189
125	2016-12-04 00:00:00.000	2016-12-09 00:00:00.000	890.78	São Paulo	Brazil	27.2	70	1904	Camembert Pierrot	Buchanan	Steven	Sales Manager	Queen Cozinha	Lúcia Carvalho	São Paulo	Brazil	(11) 555-1189
125	2016-12-04 00:00:00.000	2016-12-09 00:00:00.000	890.78	São Paulo	Brazil	27.8	42	1167.6	Mozzarella di Giovanni	Buchanan	Steven	Sales Manager	Queen Cozinha	Lúcia Carvalho	São Paulo	Brazil	(11) 555-1189
126	2016-12-05 00:00:00.000	2016-12-11 00:00:00.000	124.12	Cork	Ireland	10.6	80	848	Escargots de Bourgogne	Peacock	Margaret	Sales Representative	Hungry Owl All-Night Grocers	Patricia McKenna	Cork	Ireland	2967 542
126	2016-12-05 00:00:00.000	2016-12-11 00:00:00.000	124.12	Cork	Ireland	17.2	50	860	Fløtemysost	Peacock	Margaret	Sales Representative	Hungry Owl All-Night Grocers	Patricia McKenna	Cork	Ireland	2967 542
127	2016-12-05 00:00:00.000	2016-12-09 00:00:00.000	3.94	Warszawa	Poland	10	30	300	Gorgonzola Telino	Davolio	Nancy	Sales Representative	Wolski  Zajazd	Zbyszek Piestrzeniewicz	Warszawa	Poland	(26) 642-7012
127	2016-12-05 00:00:00.000	2016-12-09 00:00:00.000	3.94	Warszawa	Poland	10.6	15	159	Escargots de Bourgogne	Davolio	Nancy	Sales Representative	Wolski  Zajazd	Zbyszek Piestrzeniewicz	Warszawa	Poland	(26) 642-7012
128	2016-12-06 00:00:00.000	2016-12-09 00:00:00.000	20.12	Elgin	USA	18.6	15	279	Tofu	Leverling	Janet	Sales Representative	Hungry Coyote Import Store	Yoshi Latimer	Elgin	USA	(503) 555-6874
128	2016-12-06 00:00:00.000	2016-12-09 00:00:00.000	20.12	Elgin	USA	5.9	10	59	Tourtière	Leverling	Janet	Sales Representative	Hungry Coyote Import Store	Yoshi Latimer	Elgin	USA	(503) 555-6874
129	2016-12-09 00:00:00.000	2016-12-13 00:00:00.000	20.39	Montréal	Canada	10	42	420	Gorgonzola Telino	Davolio	Nancy	Sales Representative	Mère Paillarde	Jean Fresnière	Montréal	Canada	(514) 555-8054
130	2016-12-09 00:00:00.000	2016-12-13 00:00:00.000	22.21	London	UK	36.4	20	728	Rössle Sauerkraut	Davolio	Nancy	Sales Representative	Seven Seas Imports	Hari Kumar	London	UK	(171) 555-1717
130	2016-12-09 00:00:00.000	2016-12-13 00:00:00.000	22.21	London	UK	14.4	20	288	Chartreuse verte	Davolio	Nancy	Sales Representative	Seven Seas Imports	Hari Kumar	London	UK	(171) 555-1717
131	2016-12-10 00:00:00.000	2016-12-19 00:00:00.000	5.44	Bräcke	Sweden	17.2	6	103.2	Fløtemysost	Buchanan	Steven	Sales Manager	Folk och fä HB	Maria Larsson	Bräcke	Sweden	0695-34 67 21
132	2016-12-11 00:00:00.000	2016-12-13 00:00:00.000	45.03	Rio de Janeiro	Brazil	7.7	8	61.6	Jack's New England Clam Chowder	Fuller	Andrew	Vice President, Sales	Que Delícia	Bernardo Batista	Rio de Janeiro	Brazil	(21) 555-4252
132	2016-12-11 00:00:00.000	2016-12-13 00:00:00.000	45.03	Rio de Janeiro	Brazil	35.1	16	561.6	Vegie-spread	Fuller	Andrew	Vice President, Sales	Que Delícia	Bernardo Batista	Rio de Janeiro	Brazil	(21) 555-4252
132	2016-12-11 00:00:00.000	2016-12-13 00:00:00.000	45.03	Rio de Janeiro	Brazil	16.8	20	336	Louisiana Fiery Hot Pepper Sauce	Fuller	Andrew	Vice President, Sales	Que Delícia	Bernardo Batista	Rio de Janeiro	Brazil	(21) 555-4252
133	2016-12-12 00:00:00.000	2017-01-16 00:00:00.000	35.03	Cork	Ireland	20.7	18	372.6	Nord-Ost Matjeshering	Callahan	Laura	Inside Sales Coordinator	Hungry Owl All-Night Grocers	Patricia McKenna	Cork	Ireland	2967 542
133	2016-12-12 00:00:00.000	2017-01-16 00:00:00.000	35.03	Cork	Ireland	26.2	20	524	Perth Pasties	Callahan	Laura	Inside Sales Coordinator	Hungry Owl All-Night Grocers	Patricia McKenna	Cork	Ireland	2967 542
133	2016-12-12 00:00:00.000	2017-01-16 00:00:00.000	35.03	Cork	Ireland	27.2	6	163.2	Camembert Pierrot	Callahan	Laura	Inside Sales Coordinator	Hungry Owl All-Night Grocers	Patricia McKenna	Cork	Ireland	2967 542
133	2016-12-12 00:00:00.000	2017-01-16 00:00:00.000	35.03	Cork	Ireland	12	30	360	Outback Lager	Callahan	Laura	Inside Sales Coordinator	Hungry Owl All-Night Grocers	Patricia McKenna	Cork	Ireland	2967 542
134	2016-12-12 00:00:00.000	2016-12-13 00:00:00.000	7.99	Barquisimeto	Venezuela	8	14	112	Longlife Tofu	Leverling	Janet	Sales Representative	LILA-Supermercado	Carlos González	Barquisimeto	Venezuela	(9) 331-6954
135	2016-12-13 00:00:00.000	2016-12-16 00:00:00.000	94.77	Graz	Austria	17	32	544	Chef Anton's Gumbo Mix	Peacock	Margaret	Sales Representative	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
135	2016-12-13 00:00:00.000	2016-12-16 00:00:00.000	94.77	Graz	Austria	50	9	450	Carnarvon Tigers	Peacock	Margaret	Sales Representative	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
135	2016-12-13 00:00:00.000	2016-12-16 00:00:00.000	94.77	Graz	Austria	99	14	1386	Thüringer Rostbratwurst	Peacock	Margaret	Sales Representative	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
135	2016-12-13 00:00:00.000	2016-12-16 00:00:00.000	94.77	Graz	Austria	2	60	120	Geitost	Peacock	Margaret	Sales Representative	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
135	2016-12-13 00:00:00.000	2016-12-16 00:00:00.000	94.77	Graz	Austria	8	50	400	Longlife Tofu	Peacock	Margaret	Sales Representative	Ernst Handel	Roland Mendel	Graz	Austria	7675-3425
136	2016-12-16 00:00:00.000	2016-12-18 00:00:00.000	34.24	Colchester	UK	4.8	20	96	Konbu	Callahan	Laura	Inside Sales Coordinator	Around the Horn	Thomas Hardy	London	UK	(171) 555-7788
136	2016-12-16 00:00:00.000	2016-12-18 00:00:00.000	34.24	Colchester	UK	13	15	195	Valkoinen suklaa	Callahan	Laura	Inside Sales Coordinator	Around the Horn	Thomas Hardy	London	UK	(171) 555-7788
136	2016-12-16 00:00:00.000	2016-12-18 00:00:00.000	34.24	Colchester	UK	30.4	20	608	Gnocchi di nonna Alice	Callahan	Laura	Inside Sales Coordinator	Around the Horn	Thomas Hardy	London	UK	(171) 555-7788
137	2016-12-16 00:00:00.000	2016-12-20 00:00:00.000	168.64	Luleå	Sweden	64.8	28	1814.4	Sir Rodney's Marmalade	Leverling	Janet	Sales Representative	Berglunds snabbköp	Christina Berglund	Luleå	Sweden	0921-12 34 65
137	2016-12-16 00:00:00.000	2016-12-20 00:00:00.000	168.64	Luleå	Sweden	27.2	15	408	Camembert Pierrot	Leverling	Janet	Sales Representative	Berglunds snabbköp	Christina Berglund	Luleå	Sweden	0921-12 34 65
138	2016-12-17 00:00:00.000	2016-12-23 00:00:00.000	30.96	Lander	USA	24	10	240	Uncle Bob's Organic Dried Pears	Davolio	Nancy	Sales Representative	Split Rail Beer & Ale	Art Braunschweiger	Lander	USA	(307) 555-4680
138	2016-12-17 00:00:00.000	2016-12-23 00:00:00.000	30.96	Lander	USA	27.2	20	544	Camembert Pierrot	Davolio	Nancy	Sales Representative	Split Rail Beer & Ale	Art Braunschweiger	Lander	USA	(307) 555-4680
138	2016-12-17 00:00:00.000	2016-12-23 00:00:00.000	30.96	Lander	USA	10	8	80	Scottish Longbreads	Davolio	Nancy	Sales Representative	Split Rail Beer & Ale	Art Braunschweiger	Lander	USA	(307) 555-4680
139	2016-12-18 00:00:00.000	2016-12-25 00:00:00.000	13.99	São Paulo	Brazil	3.6	15	54	Guaraná Fantástica	Dodsworth	Anne	Sales Representative	Familia Arquibaldo	Aria Cruz	São Paulo	Brazil	(11) 555-9857
139	2016-12-18 00:00:00.000	2016-12-25 00:00:00.000	13.99	São Paulo	Brazil	11.2	10	112	Sasquatch Ale	Dodsworth	Anne	Sales Representative	Familia Arquibaldo	Aria Cruz	São Paulo	Brazil	(11) 555-9857
140	2016-12-18 00:00:00.000	2016-12-20 00:00:00.000	93.63	Stavern	Norway	3.6	15	54	Guaraná Fantástica	Davolio	Nancy	Sales Representative	Santé Gourmet	Jonas Bergulfsen	Stavern	Norway	07-98 92 35
140	2016-12-18 00:00:00.000	2016-12-20 00:00:00.000	93.63	Stavern	Norway	36.4	6	218.4	Rössle Sauerkraut	Davolio	Nancy	Sales Representative	Santé Gourmet	Jonas Bergulfsen	Stavern	Norway	07-98 92 35
